,index,pnl,pnl_long,tvr,long_num,short_num,long_pos,short_pos
0,2021-01-04,,,,0,0,0.0,0.0
1,2021-01-05,-0.005431983564988752,-0.005384628448209507,1.0,2009,2019,1.0,-1.0
2,2021-01-06,-0.004183439723230177,-0.0027827976094983997,0.1895886924967831,2009,2020,1.0,-1.0
3,2021-01-07,-0.015186645248570581,-0.011386285510845924,0.18187754614840757,2009,2020,1.0,-1.0
4,2021-01-08,0.00418804578727944,0.0029108868760741543,0.19137407060605238,2010,2023,1.0,-1.0
5,2021-01-11,-0.0011862131051596104,-0.0013502751912602452,0.13721522721760554,2013,2024,0.9999999999999998,-1.0
6,2021-01-12,-0.006768198411920079,-0.005210131985236228,0.13224567281433097,2012,2025,1.0,-1.0
7,2021-01-13,-0.00313618348089564,-0.0028964562732773716,0.14575653423396218,2013,2024,1.0,-1.0
8,2021-01-14,0.011391852647380539,0.007882284944940466,0.1574615979578311,2015,2022,1.0,-1.0
9,2021-01-15,0.009140871282747423,0.00733669635502299,0.15984626047412165,2017,2022,1.0,-1.0
10,2021-01-18,-0.003576892609642857,-0.00285451194563607,0.21923513906105105,2016,2019,1.0,-1.0
11,2021-01-19,0.010579424313879947,0.008640369557972849,0.1521213000194039,2013,2022,1.0,-1.0
12,2021-01-20,-0.005160190148878868,-0.004100696829953193,0.2032671706090112,2017,2022,1.0,-1.0
13,2021-01-21,-0.0023273590487983198,-0.001727022513877392,0.14266056743811573,2015,2026,1.0,-1.0
14,2021-01-22,-0.0040713864558471575,-0.0027920740715806722,0.20623650731584375,2016,2025,1.0,-1.0
15,2021-01-25,-0.006345495761591128,-0.004562211134997288,0.1785176103658337,2019,2024,1.0,-1.0
16,2021-01-26,0.007507052383607925,0.0072668378558374755,0.15717639844915882,2020,2027,1.0,-1.0
17,2021-01-27,0.0038938481482720813,0.004036055260446368,0.13521748272077558,2020,2029,1.0,-1.0
18,2021-01-28,0.0034381613759492118,0.0030839734286527073,0.17893561479779785,2022,2027,1.0,-1.0
19,2021-01-29,0.0012816705848579212,0.0017811889736493655,0.14205574810719407,2026,2027,1.0,-1.0
20,2021-02-01,-0.00391281495466765,-0.0046094664712722465,0.1564648475300383,2027,2030,0.9999999999999998,-0.9999999999999999
21,2021-02-02,-0.001440282927872561,-0.0011607149868526727,0.17272581796971043,2025,2034,1.0,-1.0
22,2021-02-03,-0.0012975413769171756,-0.0002356716310016188,0.20663114343027014,2027,2038,0.9999999999999998,-0.9999999999999998
23,2021-02-04,-0.003977753729853542,-0.0034036375141008046,0.16796686850272424,2027,2038,0.9999999999999998,-0.9999999999999999
24,2021-02-05,0.009284443575213224,0.008338471088834789,0.14878364342139144,2028,2037,1.0,-0.9999999999999999
25,2021-02-08,-0.003943779725211696,-0.002635211763833429,0.15143406585195776,2028,2037,0.9999999999999999,-1.0
26,2021-02-09,-0.004618319121544628,-0.003943607439309903,0.17625295194034457,2028,2039,1.0,-1.0
27,2021-02-10,-0.0027922016171953203,-0.0020971388295605853,0.1570379296302366,2029,2042,1.0,-1.0
28,2021-02-18,0.010945429556542707,0.008089762524325996,0.14525147691262416,2032,2043,1.0,-1.0
29,2021-02-19,0.005276195887094302,0.0024268374280952895,0.21656654491855243,2036,2045,0.9999999999999999,-0.9999999999999998
30,2021-02-22,0.01054699538159239,0.008467741636406536,0.23236898521751106,2035,2046,0.9999999999999999,-1.0
31,2021-02-23,-0.002027838370169486,-0.0011046225891418468,0.2820027869582792,2037,2044,1.0,-1.0
32,2021-02-24,0.004903588258582061,0.003616429597143124,0.12562344161236846,2037,2044,1.0,-1.0
33,2021-02-25,0.008211815732251488,0.007432470645340219,0.11544705878468203,2036,2045,1.0,-1.0
34,2021-02-26,0.0026298301507309534,0.002514093884637837,0.14168276444775252,2037,2046,1.0,-0.9999999999999999
35,2021-03-01,-0.002284384385194977,-0.0029437043219122036,0.1246168609364304,2039,2048,1.0,-0.9999999999999999
36,2021-03-02,0.004205751209880341,0.0033256835594706498,0.11371558281222213,2042,2049,1.0000000000000002,-1.0
37,2021-03-03,-0.0019006129694687512,-0.0018600159618472022,0.29117465912026197,2042,2051,1.0,-1.0
38,2021-03-04,0.012152483154429877,0.011112851389374128,0.17209402493252052,2045,2050,1.0,-1.0
39,2021-03-05,0.0011359976465958304,-5.640984511388891e-05,0.19550987685857962,2046,2051,1.0,-1.0
40,2021-03-08,0.010980070994646702,0.009473663736946313,0.1873746429133365,2044,2049,1.0,-0.9999999999999998
41,2021-03-09,0.0016148184178471836,0.0024431381459542583,0.18327657884565315,2047,2046,0.9999999999999999,-0.9999999999999999
42,2021-03-10,-0.0026138516689911215,-0.0011842900698532666,0.16904436230829717,2046,2049,1.0,-1.0
43,2021-03-11,-0.005892270355157379,-0.004872991983449516,0.1467781966223627,2047,2050,1.0,-1.0
44,2021-03-12,0.002612090818601648,0.0024041923116476177,0.13040473694986854,2047,2050,1.0,-1.0
45,2021-03-15,0.0037628639242843535,0.002886739424795076,0.16907975922442298,2049,2050,1.0,-1.0
46,2021-03-16,0.0059804732449578344,0.005799788849353352,0.14960975945960078,2047,2052,1.0,-1.0
47,2021-03-17,-0.0018744920154334546,-0.0015688691853572674,0.18395440162885346,2049,2052,0.9999999999999999,-1.0
